,areaType,areaCode,areaName,date,age,newCasesBySpecimenDate,newCasesBySpecimenDateRollingSum,newCasesBySpecimenDateRollingRate
2205341,overview,K02000001,United Kingdom,2020-02-13,85_89,0,0,0.0
2205342,overview,K02000001,United Kingdom,2020-02-13,90+,0,0,0.0
2205343,overview,K02000001,United Kingdom,2020-02-13,unassigned,0,0,
2205344,overview,K02000001,United Kingdom,2020-02-13,60+,0,0,0.0
2205345,overview,K02000001,United Kingdom,2020-02-13,0_59,0,6,0.0
2205346,overview,K02000001,United Kingdom,2020-02-14,0_4,0,0,0.0
2205347,overview,K02000001,United Kingdom,2020-02-14,5_9,0,0,0.0
2205348,overview,K02000001,United Kingdom,2020-02-14,10_14,0,0,0.0
2205349,overview,K02000001,United Kingdom,2020-02-14,15_19,0,0,0.0
2205350,overview,K02000001,United Kingdom,2020-02-14,20_24,0,0,0.0
2205351,overview,K02000001,United Kingdom,2020-02-14,25_29,0,1,0.0
2205352,overview,K02000001,United Kingdom,2020-02-14,30_34,0,0,0.0
2205353,overview,K02000001,United Kingdom,2020-02-14,35_39,0,0,0.0
2205354,overview,K02000001,United Kingdom,2020-02-14,40_44,0,0,0.0
2205355,overview,K02000001,United Kingdom,2020-02-14,45_49,0,0,0.0
2205356,overview,K02000001,United Kingdom,2020-02-14,50_54,0,4,0.1
2205357,overview,K02000001,United Kingdom,2020-02-14,55_59,0,1,0.0
2205358,overview,K02000001,United Kingdom,2020-02-14,60_64,0,0,0.0
2205359,overview,K02000001,United Kingdom,2020-02-14,65_69,0,0,0.0
2205360,overview,K02000001,United Kingdom,2020-02-14,70_74,0,0,0.0
2205361,overview,K02000001,United Kingdom,2020-02-14,75_79,0,0,0.0
2205362,overview,K02000001,United Kingdom,2020-02-14,80_84,0,0,0.0
2205363,overview,K02000001,United Kingdom,2020-02-14,85_89,0,0,0.0
2205364,overview,K02000001,United Kingdom,2020-02-14,90+,0,0,0.0
2205365,overview,K02000001,United Kingdom,2020-02-14,unassigned,0,0,
2205366,overview,K02000001,United Kingdom,2020-02-14,60+,0,0,0.0
2205367,overview,K02000001,United Kingdom,2020-02-14,0_59,0,6,0.0
2205368,overview,K02000001,United Kingdom,2020-02-15,0_4,0,0,0.0
2205369,overview,K02000001,United Kingdom,2020-02-15,5_9,0,0,0.0
2205370,overview,K02000001,United Kingdom,2020-02-15,10_14,0,0,0.0
2205371,overview,K02000001,United Kingdom,2020-02-15,15_19,0,0,0.0
2205372,overview,K02000001,United Kingdom,2020-02-15,20_24,0,0,0.0
